Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,66006,1929,11,95.2,Y
IDCJAC0001,66006,1929,12,48.8,Y
IDCJAC0001,66006,1930,1,114.6,Y
IDCJAC0001,66006,1930,2,15.9,Y
IDCJAC0001,66006,1930,3,109.5,Y
IDCJAC0001,66006,1930,4,164.6,Y
IDCJAC0001,66006,1930,5,121.8,Y
IDCJAC0001,66006,1930,6,326.3,Y
IDCJAC0001,66006,1930,7,108.2,Y
IDCJAC0001,66006,1930,8,31.1,Y
IDCJAC0001,66006,1930,9,5.4,Y
IDCJAC0001,66006,1930,10,49.1,Y
IDCJAC0001,66006,1930,11,22.5,Y
IDCJAC0001,66006,1930,12,133.4,Y
IDCJAC0001,66006,1931,1,55.9,Y
IDCJAC0001,66006,1931,2,39.4,Y
IDCJAC0001,66006,1931,3,182.2,Y
IDCJAC0001,66006,1931,4,189.8,Y
IDCJAC0001,66006,1931,5,91.4,Y
IDCJAC0001,66006,1931,6,32.2,Y
IDCJAC0001,66006,1931,7,315.8,Y
IDCJAC0001,66006,1931,8,4.8,Y
IDCJAC0001,66006,1931,9,145.8,Y
IDCJAC0001,66006,1931,10,24.7,Y
IDCJAC0001,66006,1931,11,81.8,Y
IDCJAC0001,66006,1931,12,93.4,Y
IDCJAC0001,66006,1932,1,5.1,Y
IDCJAC0001,66006,1932,2,119.3,Y
IDCJAC0001,66006,1932,3,78.4,Y
IDCJAC0001,66006,1932,4,97.1,Y
IDCJAC0001,66006,1932,5,54.5,Y
IDCJAC0001,66006,1932,6,30.1,Y
IDCJAC0001,66006,1932,7,80.2,Y
IDCJAC0001,66006,1932,8,55.4,Y
IDCJAC0001,66006,1932,9,228.7,Y
IDCJAC0001,66006,1932,10,23.5,Y
IDCJAC0001,66006,1932,11,95.1,Y
IDCJAC0001,66006,1932,12,106.7,Y
IDCJAC0001,66006,1933,1,189.1,Y
IDCJAC0001,66006,1933,2,10,Y
IDCJAC0001,66006,1933,3,58.6,Y
IDCJAC0001,66006,1933,4,191.3,Y
IDCJAC0001,66006,1933,5,138.5,Y
IDCJAC0001,66006,1933,6,51.8,Y
IDCJAC0001,66006,1933,7,83.4,Y
IDCJAC0001,66006,1933,8,8.2,Y
IDCJAC0001,66006,1933,9,68,Y
IDCJAC0001,66006,1933,10,105.2,Y
IDCJAC0001,66006,1933,11,114.1,Y
IDCJAC0001,66006,1933,12,81.3,Y
IDCJAC0001,66006,1934,1,58.6,Y
IDCJAC0001,66006,1934,2,207.2,Y
IDCJAC0001,66006,1934,3,51.8,Y
IDCJAC0001,66006,1934,4,224.5,Y
IDCJAC0001,66006,1934,5,141.5,Y
IDCJAC0001,66006,1934,6,114,Y
IDCJAC0001,66006,1934,7,261.2,Y
IDCJAC0001,66006,1934,8,157,Y
IDCJAC0001,66006,1934,9,174.9,Y
IDCJAC0001,66006,1934,10,51.1,Y
IDCJAC0001,66006,1934,11,112.8,Y
IDCJAC0001,66006,1934,12,159.1,Y
IDCJAC0001,66006,1935,1,75.2,Y
IDCJAC0001,66006,1935,2,81.7,Y
IDCJAC0001,66006,1935,3,72.5,Y
IDCJAC0001,66006,1935,4,24.7,Y
IDCJAC0001,66006,1935,5,57.6,Y
IDCJAC0001,66006,1935,6,120.1,Y
IDCJAC0001,66006,1935,7,34.1,Y
IDCJAC0001,66006,1935,8,5.3,Y
IDCJAC0001,66006,1935,9,63.5,Y
IDCJAC0001,66006,1935,10,86,Y
IDCJAC0001,66006,1935,11,60,Y
IDCJAC0001,66006,1935,12,110.2,Y
IDCJAC0001,66006,1936,1,98.6,Y
IDCJAC0001,66006,1936,2,120.6,Y
IDCJAC0001,66006,1936,3,92.9,Y
IDCJAC0001,66006,1936,4,46.7,Y
IDCJAC0001,66006,1936,5,55.8,Y
IDCJAC0001,66006,1936,6,75.4,Y
IDCJAC0001,66006,1936,7,21.8,Y
IDCJAC0001,66006,1936,8,35.5,Y
IDCJAC0001,66006,1936,9,36.9,Y
IDCJAC0001,66006,1936,10,20.5,Y
IDCJAC0001,66006,1936,11,6.4,Y
IDCJAC0001,66006,1936,12,140.1,Y
IDCJAC0001,66006,1937,1,54.2,Y
IDCJAC0001,66006,1937,2,31.9,Y
IDCJAC0001,66006,1937,3,254.5,Y
IDCJAC0001,66006,1937,4,157,Y
IDCJAC0001,66006,1937,5,19.8,Y
IDCJAC0001,66006,1937,6,404.6,Y
IDCJAC0001,66006,1937,7,81.4,Y
IDCJAC0001,66006,1937,8,107.8,Y
IDCJAC0001,66006,1937,9,12.7,Y
IDCJAC0001,66006,1937,10,85.5,Y
IDCJAC0001,66006,1937,11,103.4,Y
IDCJAC0001,66006,1937,12,57.8,Y
IDCJAC0001,66006,1938,1,257.7,Y
IDCJAC0001,66006,1938,2,105.8,Y
IDCJAC0001,66006,1938,3,31.5,Y
IDCJAC0001,66006,1938,4,70.6,Y
IDCJAC0001,66006,1938,5,94.1,Y
IDCJAC0001,66006,1938,6,11.8,Y
IDCJAC0001,66006,1938,7,77.7,Y
IDCJAC0001,66006,1938,8,217.2,Y
IDCJAC0001,66006,1938,9,50.4,Y
IDCJAC0001,66006,1938,10,73.1,Y
IDCJAC0001,66006,1938,11,38.9,Y
IDCJAC0001,66006,1938,12,10.9,Y
IDCJAC0001,66006,1939,1,76.5,Y
IDCJAC0001,66006,1939,2,2,Y
IDCJAC0001,66006,1939,3,265.8,Y
IDCJAC0001,66006,1939,4,107.5,Y
IDCJAC0001,66006,1939,5,90,Y
IDCJAC0001,66006,1939,6,19.7,Y
IDCJAC0001,66006,1939,7,34.6,Y
IDCJAC0001,66006,1939,8,63.3,Y
IDCJAC0001,66006,1939,9,69.3,Y
IDCJAC0001,66006,1939,10,50.1,Y
IDCJAC0001,66006,1939,11,53.2,Y
IDCJAC0001,66006,1939,12,19.8,Y
IDCJAC0001,66006,1940,1,8.9,Y
IDCJAC0001,66006,1940,2,18.2,Y
IDCJAC0001,66006,1940,3,13.3,Y
IDCJAC0001,66006,1940,4,159.9,Y
IDCJAC0001,66006,1940,5,153.8,Y
IDCJAC0001,66006,1940,6,40.7,Y
IDCJAC0001,66006,1940,7,99.9,Y
IDCJAC0001,66006,1940,8,76.4,Y
IDCJAC0001,66006,1940,9,71.4,Y
IDCJAC0001,66006,1940,10,56.1,Y
IDCJAC0001,66006,1940,11,62.1,Y
IDCJAC0001,66006,1940,12,159.5,Y
IDCJAC0001,66006,1941,1,99.9,Y
IDCJAC0001,66006,1941,2,54.8,Y
IDCJAC0001,66006,1941,3,40.5,Y
IDCJAC0001,66006,1941,4,82.6,Y
IDCJAC0001,66006,1941,5,55,Y
IDCJAC0001,66006,1941,6,53.2,Y
IDCJAC0001,66006,1941,7,44.5,Y
IDCJAC0001,66006,1941,8,75.7,Y
IDCJAC0001,66006,1941,9,51.6,Y
IDCJAC0001,66006,1941,10,51.3,Y
IDCJAC0001,66006,1941,11,29.1,Y
IDCJAC0001,66006,1941,12,25.9,Y
IDCJAC0001,66006,1942,1,8.1,Y
IDCJAC0001,66006,1942,2,35.3,Y
IDCJAC0001,66006,1942,3,520.9,Y
IDCJAC0001,66006,1942,4,13.9,Y
IDCJAC0001,66006,1942,5,40.6,Y
IDCJAC0001,66006,1942,6,136.1,Y
IDCJAC0001,66006,1942,7,55.7,Y
IDCJAC0001,66006,1942,8,27.7,Y
IDCJAC0001,66006,1942,9,17.8,Y
IDCJAC0001,66006,1942,10,152.6,Y
IDCJAC0001,66006,1942,11,132.6,Y
IDCJAC0001,66006,1942,12,98,Y
IDCJAC0001,66006,1943,1,50.1,Y
IDCJAC0001,66006,1943,2,12.9,Y
IDCJAC0001,66006,1943,3,29.1,Y
IDCJAC0001,66006,1943,4,38.5,Y
IDCJAC0001,66006,1943,5,367.1,Y
IDCJAC0001,66006,1943,6,10.6,Y
IDCJAC0001,66006,1943,7,5.9,Y
IDCJAC0001,66006,1943,8,189.4,Y
IDCJAC0001,66006,1943,9,211.1,Y
IDCJAC0001,66006,1943,10,41.7,Y
IDCJAC0001,66006,1943,11,211,Y
IDCJAC0001,66006,1943,12,81.2,Y
IDCJAC0001,66006,1944,1,72.9,Y
IDCJAC0001,66006,1944,2,92.9,Y
IDCJAC0001,66006,1944,3,109.4,Y
IDCJAC0001,66006,1944,4,69.7,Y
IDCJAC0001,66006,1944,5,99.4,Y
IDCJAC0001,66006,1944,6,53.1,Y
IDCJAC0001,66006,1944,7,79,Y
IDCJAC0001,66006,1944,8,109.3,Y
IDCJAC0001,66006,1944,9,23.3,Y
IDCJAC0001,66006,1944,10,27.2,Y
IDCJAC0001,66006,1944,11,15.8,Y
IDCJAC0001,66006,1944,12,20.3,Y
IDCJAC0001,66006,1945,1,58.1,Y
IDCJAC0001,66006,1945,2,43,Y
IDCJAC0001,66006,1945,3,34.5,Y
IDCJAC0001,66006,1945,4,324.3,Y
IDCJAC0001,66006,1945,5,185.6,Y
IDCJAC0001,66006,1945,6,202.3,Y
IDCJAC0001,66006,1945,7,79.2,Y
IDCJAC0001,66006,1945,8,57.4,Y
IDCJAC0001,66006,1945,9,6.1,Y
IDCJAC0001,66006,1945,10,35.8,Y
IDCJAC0001,66006,1945,11,51.9,Y
IDCJAC0001,66006,1945,12,38.7,Y
IDCJAC0001,66006,1946,1,14.2,Y
IDCJAC0001,66006,1946,2,74,Y
IDCJAC0001,66006,1946,3,97.3,Y
IDCJAC0001,66006,1946,4,260.2,Y
IDCJAC0001,66006,1946,5,63.2,Y
IDCJAC0001,66006,1946,6,171.7,Y
IDCJAC0001,66006,1946,7,1.5,Y
IDCJAC0001,66006,1946,8,5.8,Y
IDCJAC0001,66006,1946,9,25.3,Y
IDCJAC0001,66006,1946,10,63.5,Y
IDCJAC0001,66006,1946,11,87.4,Y
IDCJAC0001,66006,1946,12,18.6,Y
IDCJAC0001,66006,1947,1,40.7,Y
IDCJAC0001,66006,1947,2,126.2,Y
IDCJAC0001,66006,1947,3,53.7,Y
IDCJAC0001,66006,1947,4,196.9,Y
IDCJAC0001,66006,1947,5,126.2,Y
IDCJAC0001,66006,1947,6,51.1,Y
IDCJAC0001,66006,1947,7,13.2,Y
IDCJAC0001,66006,1947,8,46.1,Y
IDCJAC0001,66006,1947,9,20.7,Y
IDCJAC0001,66006,1947,10,52.1,Y
IDCJAC0001,66006,1947,11,112.1,Y
IDCJAC0001,66006,1947,12,212.9,Y
IDCJAC0001,66006,1948,1,212.9,Y
IDCJAC0001,66006,1948,2,62.6,Y
IDCJAC0001,66006,1948,3,105.3,Y
IDCJAC0001,66006,1948,4,37.3,Y
IDCJAC0001,66006,1948,5,152.6,Y
IDCJAC0001,66006,1948,6,198,Y
IDCJAC0001,66006,1948,7,18.2,Y
IDCJAC0001,66006,1948,8,9.9,Y
IDCJAC0001,66006,1948,9,71.4,Y
IDCJAC0001,66006,1948,10,16.2,Y
IDCJAC0001,66006,1948,11,26.1,Y
IDCJAC0001,66006,1948,12,104.3,Y
IDCJAC0001,66006,1949,1,274.9,Y
IDCJAC0001,66006,1949,2,165.8,Y
IDCJAC0001,66006,1949,3,113.8,Y
IDCJAC0001,66006,1949,4,34.6,Y
IDCJAC0001,66006,1949,5,123.6,Y
IDCJAC0001,66006,1949,6,427.6,Y
IDCJAC0001,66006,1949,7,69.1,Y
IDCJAC0001,66006,1949,8,147.8,Y
IDCJAC0001,66006,1949,9,257.1,Y
IDCJAC0001,66006,1949,10,37.7,Y
IDCJAC0001,66006,1949,11,96.3,Y
IDCJAC0001,66006,1949,12,50.5,Y
IDCJAC0001,66006,1950,1,160.6,Y
IDCJAC0001,66006,1950,2,151.8,Y
IDCJAC0001,66006,1950,3,122.8,Y
IDCJAC0001,66006,1950,4,166.8,Y
IDCJAC0001,66006,1950,5,165.8,Y
IDCJAC0001,66006,1950,6,681.4,Y
IDCJAC0001,66006,1950,7,346.5,Y
IDCJAC0001,66006,1950,8,85.5,Y
IDCJAC0001,66006,1950,9,97.2,Y
IDCJAC0001,66006,1950,10,112.3,Y
IDCJAC0001,66006,1950,11,108.8,Y
IDCJAC0001,66006,1950,12,44.2,Y
IDCJAC0001,66006,1951,1,270.4,Y
IDCJAC0001,66006,1951,2,63.4,Y
IDCJAC0001,66006,1951,3,112.8,Y
IDCJAC0001,66006,1951,4,41.3,Y
IDCJAC0001,66006,1951,5,175.1,Y
IDCJAC0001,66006,1951,6,373.7,Y
IDCJAC0001,66006,1951,7,49.9,Y
IDCJAC0001,66006,1951,8,157,Y
IDCJAC0001,66006,1951,9,89.7,Y
IDCJAC0001,66006,1951,10,50,Y
IDCJAC0001,66006,1951,11,16.5,Y
IDCJAC0001,66006,1951,12,14.8,Y
IDCJAC0001,66006,1952,1,56.1,Y
IDCJAC0001,66006,1952,2,53.9,Y
IDCJAC0001,66006,1952,3,97.2,Y
IDCJAC0001,66006,1952,4,250,Y
IDCJAC0001,66006,1952,5,61.6,Y
IDCJAC0001,66006,1952,6,152.9,Y
IDCJAC0001,66006,1952,7,226.2,Y
IDCJAC0001,66006,1952,8,346.4,Y
IDCJAC0001,66006,1952,9,21.1,Y
IDCJAC0001,66006,1952,10,212.1,Y
IDCJAC0001,66006,1952,11,80.1,Y
IDCJAC0001,66006,1952,12,40.8,Y
IDCJAC0001,66006,1953,1,78.5,Y
IDCJAC0001,66006,1953,2,159,Y
IDCJAC0001,66006,1953,3,95.2,Y
IDCJAC0001,66006,1953,4,18.8,Y
IDCJAC0001,66006,1953,5,479,Y
IDCJAC0001,66006,1953,6,42.4,Y
IDCJAC0001,66006,1953,7,77.5,Y
IDCJAC0001,66006,1953,8,51.7,Y
IDCJAC0001,66006,1953,9,28.8,Y
IDCJAC0001,66006,1953,10,69,Y
IDCJAC0001,66006,1953,11,47.1,Y
IDCJAC0001,66006,1953,12,10.7,Y
IDCJAC0001,66006,1954,1,137.2,Y
IDCJAC0001,66006,1954,2,246.3,Y
IDCJAC0001,66006,1954,3,18.3,Y
IDCJAC0001,66006,1954,4,19.4,Y
IDCJAC0001,66006,1954,5,40.1,Y
IDCJAC0001,66006,1954,6,11.5,Y
IDCJAC0001,66006,1954,7,117.4,Y
IDCJAC0001,66006,1954,8,35.1,Y
IDCJAC0001,66006,1954,9,56.5,Y
IDCJAC0001,66006,1954,10,179.9,Y
IDCJAC0001,66006,1954,11,166.8,Y
IDCJAC0001,66006,1954,12,83.1,Y
IDCJAC0001,66006,1955,1,203.5,Y
IDCJAC0001,66006,1955,2,271.7,Y
IDCJAC0001,66006,1955,3,229,Y
IDCJAC0001,66006,1955,4,80.4,Y
IDCJAC0001,66006,1955,5,330.2,Y
IDCJAC0001,66006,1955,6,142.3,Y
IDCJAC0001,66006,1955,7,49.3,Y
IDCJAC0001,66006,1955,8,16.3,Y
IDCJAC0001,66006,1955,9,27.7,Y
IDCJAC0001,66006,1955,10,45.8,Y
IDCJAC0001,66006,1955,11,227.2,Y
IDCJAC0001,66006,1955,12,251.1,Y
IDCJAC0001,66006,1956,1,105.5,Y
IDCJAC0001,66006,1956,2,578.1,Y
IDCJAC0001,66006,1956,3,356.1,Y
IDCJAC0001,66006,1956,4,32.7,Y
IDCJAC0001,66006,1956,5,149.3,Y
IDCJAC0001,66006,1956,6,210,Y
IDCJAC0001,66006,1956,7,60.7,Y
IDCJAC0001,66006,1956,8,89.7,Y
IDCJAC0001,66006,1956,9,27.4,Y
IDCJAC0001,66006,1956,10,64.7,Y
IDCJAC0001,66006,1956,11,8.8,Y
IDCJAC0001,66006,1956,12,27.3,Y
IDCJAC0001,66006,1957,1,49.9,Y
IDCJAC0001,66006,1957,2,69.7,Y
IDCJAC0001,66006,1957,3,160,Y
IDCJAC0001,66006,1957,4,26.1,Y
IDCJAC0001,66006,1957,5,2.6,Y
IDCJAC0001,66006,1957,6,27,Y
IDCJAC0001,66006,1957,7,130.9,Y
IDCJAC0001,66006,1957,8,139.6,Y
IDCJAC0001,66006,1957,9,21.5,Y
IDCJAC0001,66006,1957,10,12,Y
IDCJAC0001,66006,1957,11,27.9,Y
IDCJAC0001,66006,1957,12,52.4,Y
IDCJAC0001,66006,1958,1,122.8,Y
IDCJAC0001,66006,1958,2,338.5,Y
IDCJAC0001,66006,1958,3,343.7,Y
IDCJAC0001,66006,1958,4,76.4,Y
IDCJAC0001,66006,1958,5,14.2,Y
IDCJAC0001,66006,1958,6,212.6,Y
IDCJAC0001,66006,1958,7,30.3,Y
IDCJAC0001,66006,1958,8,84.1,Y
IDCJAC0001,66006,1958,9,29.5,Y
IDCJAC0001,66006,1958,10,53.4,Y
IDCJAC0001,66006,1958,11,11.3,Y
IDCJAC0001,66006,1958,12,148.9,Y
IDCJAC0001,66006,1959,1,154.7,Y
IDCJAC0001,66006,1959,2,185.2,Y
IDCJAC0001,66006,1959,3,150.7,Y
IDCJAC0001,66006,1959,4,36,Y
IDCJAC0001,66006,1959,5,52.9,Y
IDCJAC0001,66006,1959,6,113.8,Y
IDCJAC0001,66006,1959,7,201.4,Y
IDCJAC0001,66006,1959,8,92,Y
IDCJAC0001,66006,1959,9,89.5,Y
IDCJAC0001,66006,1959,10,320.8,Y
IDCJAC0001,66006,1959,11,105.6,Y
IDCJAC0001,66006,1959,12,47.8,Y
IDCJAC0001,66006,1960,1,56.9,Y
IDCJAC0001,66006,1960,2,89.3,Y
IDCJAC0001,66006,1960,3,41.8,Y
IDCJAC0001,66006,1960,4,30.1,Y
IDCJAC0001,66006,1960,5,113.3,Y
IDCJAC0001,66006,1960,6,87.4,Y
IDCJAC0001,66006,1960,7,148.5,Y
IDCJAC0001,66006,1960,8,59.8,Y
IDCJAC0001,66006,1960,9,63.2,Y
IDCJAC0001,66006,1960,10,272.7,Y
IDCJAC0001,66006,1960,11,66.4,Y
IDCJAC0001,66006,1960,12,240.1,Y
IDCJAC0001,66006,1961,1,58.1,Y
IDCJAC0001,66006,1961,2,86.9,Y
IDCJAC0001,66006,1961,3,43.5,Y
IDCJAC0001,66006,1961,4,83.8,Y
IDCJAC0001,66006,1961,5,29.3,Y
IDCJAC0001,66006,1961,6,53.7,Y
IDCJAC0001,66006,1961,7,39.8,Y
IDCJAC0001,66006,1961,8,258.5,Y
IDCJAC0001,66006,1961,9,50.7,Y
IDCJAC0001,66006,1961,10,71.9,Y
IDCJAC0001,66006,1961,11,485.9,Y
IDCJAC0001,66006,1961,12,164.8,Y
IDCJAC0001,66006,1962,1,117.3,Y
IDCJAC0001,66006,1962,2,166.5,Y
IDCJAC0001,66006,1962,3,58.5,Y
IDCJAC0001,66006,1962,4,88.4,Y
IDCJAC0001,66006,1962,5,256.3,Y
IDCJAC0001,66006,1962,6,3.8,Y
IDCJAC0001,66006,1962,7,46.5,Y
IDCJAC0001,66006,1962,8,115.8,Y
IDCJAC0001,66006,1962,9,79.8,Y
IDCJAC0001,66006,1962,10,20.6,Y
IDCJAC0001,66006,1962,11,13,Y
IDCJAC0001,66006,1962,12,119.3,Y
IDCJAC0001,66006,1963,1,123.2,Y
IDCJAC0001,66006,1963,2,44,Y
IDCJAC0001,66006,1963,3,398.5,Y
IDCJAC0001,66006,1963,4,241.5,Y
IDCJAC0001,66006,1963,5,216.2,Y
IDCJAC0001,66006,1963,6,254.3,Y
IDCJAC0001,66006,1963,7,74,Y
IDCJAC0001,66006,1963,8,237.7,Y
IDCJAC0001,66006,1963,9,20,Y
IDCJAC0001,66006,1963,10,59.9,Y
IDCJAC0001,66006,1963,11,42.1,Y
IDCJAC0001,66006,1963,12,243.6,Y
IDCJAC0001,66006,1964,1,17.2,Y
IDCJAC0001,66006,1964,2,40.1,Y
IDCJAC0001,66006,1964,3,153.6,Y
IDCJAC0001,66006,1964,4,135.7,Y
IDCJAC0001,66006,1964,5,78.8,Y
IDCJAC0001,66006,1964,6,434.4,Y
IDCJAC0001,66006,1964,7,9.1,Y
IDCJAC0001,66006,1964,8,24.6,Y
IDCJAC0001,66006,1964,9,16.7,Y
IDCJAC0001,66006,1964,10,85.5,Y
IDCJAC0001,66006,1964,11,71.9,Y
IDCJAC0001,66006,1964,12,38.1,Y
IDCJAC0001,66006,1965,1,30.5,Y
IDCJAC0001,66006,1965,2,33.5,Y
IDCJAC0001,66006,1965,3,7.9,Y
IDCJAC0001,66006,1965,4,93.2,Y
IDCJAC0001,66006,1965,5,45.8,Y
IDCJAC0001,66006,1965,6,235.2,Y
IDCJAC0001,66006,1965,7,93.1,Y
IDCJAC0001,66006,1965,8,11.5,Y
IDCJAC0001,66006,1965,9,95.6,Y
IDCJAC0001,66006,1965,10,177.4,Y
IDCJAC0001,66006,1965,11,37.8,Y
IDCJAC0001,66006,1965,12,38.1,Y
IDCJAC0001,66006,1966,1,22.8,Y
IDCJAC0001,66006,1966,2,140.9,Y
IDCJAC0001,66006,1966,3,138.4,Y
IDCJAC0001,66006,1966,4,240.3,Y
IDCJAC0001,66006,1966,5,65.8,Y
IDCJAC0001,66006,1966,6,139.9,Y
IDCJAC0001,66006,1966,7,15.6,Y
IDCJAC0001,66006,1966,8,100.1,Y
IDCJAC0001,66006,1966,9,62.7,Y
IDCJAC0001,66006,1966,10,57.6,Y
IDCJAC0001,66006,1966,11,179.6,Y
IDCJAC0001,66006,1966,12,96.1,Y
IDCJAC0001,66006,1967,1,156.7,Y
IDCJAC0001,66006,1967,2,156.6,Y
IDCJAC0001,66006,1967,3,136.9,Y
IDCJAC0001,66006,1967,4,39.1,Y
IDCJAC0001,66006,1967,5,43.9,Y
IDCJAC0001,66006,1967,6,342.4,Y
IDCJAC0001,66006,1967,7,31.3,Y
IDCJAC0001,66006,1967,8,200.2,Y
IDCJAC0001,66006,1967,9,107.8,Y
IDCJAC0001,66006,1967,10,87.4,Y
IDCJAC0001,66006,1967,11,111.2,Y
IDCJAC0001,66006,1967,12,48.8,Y
IDCJAC0001,66006,1968,1,132.7,Y
IDCJAC0001,66006,1968,2,20.2,Y
IDCJAC0001,66006,1968,3,115.4,Y
IDCJAC0001,66006,1968,4,16,Y
IDCJAC0001,66006,1968,5,116.7,Y
IDCJAC0001,66006,1968,6,23.9,Y
IDCJAC0001,66006,1968,7,64.3,Y
IDCJAC0001,66006,1968,8,28.7,Y
IDCJAC0001,66006,1968,9,5.1,Y
IDCJAC0001,66006,1968,10,4.4,Y
IDCJAC0001,66006,1968,11,18.1,Y
IDCJAC0001,66006,1968,12,86.9,Y
IDCJAC0001,66006,1969,1,53,Y
IDCJAC0001,66006,1969,2,251.2,Y
IDCJAC0001,66006,1969,3,100.8,Y
IDCJAC0001,66006,1969,4,186.5,Y
IDCJAC0001,66006,1969,5,49.4,Y
IDCJAC0001,66006,1969,6,204,Y
IDCJAC0001,66006,1969,7,51,Y
IDCJAC0001,66006,1969,8,164.7,Y
IDCJAC0001,66006,1969,9,85.3,Y
IDCJAC0001,66006,1969,10,42.9,Y
IDCJAC0001,66006,1969,11,248,Y
IDCJAC0001,66006,1969,12,35.5,Y
IDCJAC0001,66006,1970,1,142.8,Y
IDCJAC0001,66006,1970,2,49.3,Y
IDCJAC0001,66006,1970,3,203.4,Y
IDCJAC0001,66006,1970,4,58.5,Y
IDCJAC0001,66006,1970,5,10.6,Y
IDCJAC0001,66006,1970,6,40.7,Y
IDCJAC0001,66006,1970,7,1.8,Y
IDCJAC0001,66006,1970,8,34.4,Y
IDCJAC0001,66006,1970,9,165.4,Y
IDCJAC0001,66006,1970,10,20.3,Y
IDCJAC0001,66006,1970,11,127.5,Y
IDCJAC0001,66006,1970,12,274.4,Y
IDCJAC0001,66006,1971,1,132.2,Y
IDCJAC0001,66006,1971,2,181.2,Y
IDCJAC0001,66006,1971,3,78.2,Y
IDCJAC0001,66006,1971,4,84.6,Y
IDCJAC0001,66006,1971,5,114.6,Y
IDCJAC0001,66006,1971,6,70.2,Y
IDCJAC0001,66006,1971,7,19.6,Y
IDCJAC0001,66006,1971,8,180.6,Y
IDCJAC0001,66006,1971,9,54.6,Y
IDCJAC0001,66006,1971,10,2.5,Y
IDCJAC0001,66006,1971,11,76,Y
IDCJAC0001,66006,1971,12,129.5,Y
IDCJAC0001,66006,1972,1,400.7,Y
IDCJAC0001,66006,1972,2,110.3,Y
IDCJAC0001,66006,1972,3,201,Y
IDCJAC0001,66006,1972,4,70.6,Y
IDCJAC0001,66006,1972,5,96.3,Y
IDCJAC0001,66006,1972,6,112,Y
IDCJAC0001,66006,1972,7,4.1,Y
IDCJAC0001,66006,1972,8,34.9,Y
IDCJAC0001,66006,1972,9,11.1,Y
IDCJAC0001,66006,1972,10,170,Y
IDCJAC0001,66006,1972,11,63.5,Y
IDCJAC0001,66006,1972,12,42.8,Y
IDCJAC0001,66006,1973,1,279.8,Y
IDCJAC0001,66006,1973,2,351.1,Y
IDCJAC0001,66006,1973,3,108.5,Y
IDCJAC0001,66006,1973,4,77.4,Y
IDCJAC0001,66006,1973,5,28.5,Y
IDCJAC0001,66006,1973,6,73.8,Y
IDCJAC0001,66006,1973,7,107.6,Y
IDCJAC0001,66006,1973,8,91.2,Y
IDCJAC0001,66006,1973,9,72.6,Y
IDCJAC0001,66006,1973,10,178.6,Y
IDCJAC0001,66006,1973,11,121.8,Y
IDCJAC0001,66006,1973,12,33.4,Y
IDCJAC0001,66006,1974,1,200.6,Y
IDCJAC0001,66006,1974,2,44,Y
IDCJAC0001,66006,1974,3,284.6,Y
IDCJAC0001,66006,1974,4,164.6,Y
IDCJAC0001,66006,1974,5,229.5,Y
IDCJAC0001,66006,1974,6,220.5,Y
IDCJAC0001,66006,1974,7,17.4,Y
IDCJAC0001,66006,1974,8,175.8,Y
